sku,store_view_code,price,special_price,special_price_from_date,special_price_to_date,regular_price_per_weight_unit,special_price_per_weight_unit,product_online
52187799,"thailand_gf_th",690,690,25-JAN-24,25-JAN-24,690,690,2
52187799,"thailand_hy_th",690,339,25-JAN-24,21-FEB-24,690,339,1
52187808,"thailand_gf_th",690,690,25-JAN-24,25-JAN-24,690,690,2
52187808,"thailand_hy_th",690,339,25-JAN-24,21-FEB-24,690,339,1
52187816,"thailand_gf_th",690,690,25-JAN-24,25-JAN-24,690,690,2
52187816,"thailand_hy_th",690,339,25-JAN-24,21-FEB-24,690,339,1
52188018,"thailand_gf_th",35,32,25-JAN-24,21-FEB-24,35,32,1
52218263,"thailand_hy_th",395,429,25-JAN-24,21-FEB-24,395,429,1
52218278,"thailand_gf_th",450,450,25-JAN-24,25-JAN-24,450,450,1
52218278,"thailand_hy_th",450,429,25-JAN-24,21-FEB-24,450,429,1
52219354,"thailand_gf_th",2500,1490,25-JAN-24,21-FEB-24,2500,1490,1
52219354,"thailand_hy_th",2500,1490,25-JAN-24,21-FEB-24,2500,1490,1
52219360,"thailand_gf_th",2700,1699,25-JAN-24,21-FEB-24,2700,1699,1
52219360,"thailand_hy_th",2700,1699,25-JAN-24,21-FEB-24,2700,1699,1
52219438,"thailand_gf_th",65,65,25-JAN-24,25-JAN-24,65,65,1
52219438,"thailand_hy_th",65,45,25-JAN-24,21-FEB-24,65,45,1
52219446,"thailand_gf_th",65,65,25-JAN-24,25-JAN-24,65,65,1
52219446,"thailand_hy_th",65,45,25-JAN-24,21-FEB-24,65,45,1
52219452,"thailand_gf_th",65,65,25-JAN-24,25-JAN-24,65,65,1
52219452,"thailand_hy_th",65,45,25-JAN-24,21-FEB-24,65,45,1
52219469,"thailand_gf_th",65,65,25-JAN-24,25-JAN-24,65,65,1
52219469,"thailand_hy_th",65,45,25-JAN-24,21-FEB-24,65,45,1
52234548,"thailand_gf_th",4390,2690,25-JAN-24,21-FEB-24,4390,2690,2
52234548,"thailand_hy_th",4390,2599,01-JAN-24,31-JAN-24,4390,2599,2
52234554,"thailand_gf_th",6690,5290,25-JAN-24,31-JAN-24,6690,5290,2
52234554,"thailand_hy_th",6690,5490,01-JAN-24,31-JAN-24,6690,5490,2
52234681,"thailand_gf_th",21990,10490,25-JAN-24,31-JAN-24,21990,10490,2
52234681,"thailand_hy_th",21990,11990,01-JAN-24,31-JAN-24,21990,11990,1
52240771,"thailand_gf_th",115,115,25-JAN-24,25-JAN-24,115,115,1
52240771,"thailand_hy_th",115,108,25-JAN-24,21-FEB-24,115,108,1
52241326,"thailand_gf_th",195,129,25-JAN-24,21-FEB-24,195,129,1
52241326,"thailand_hy_th",189,129,25-JAN-24,21-FEB-24,189,129,1
52241349,"thailand_gf_th",299,219,25-JAN-24,21-FEB-24,299,219,1
52241349,"thailand_hy_th",299,219,25-JAN-24,21-FEB-24,299,219,1
52241453,"thailand_gf_th",179,179,25-JAN-24,25-JAN-24,179,179,1
52241453,"thailand_hy_th",179,165,25-JAN-24,21-FEB-24,179,165,1
52242509,"thailand_gf_th",1590,1290,25-JAN-24,21-FEB-24,1590,1290,2
52207028,"thailand_hy_th",579,559,25-JAN-24,21-FEB-24,579,559,1
52207034,"thailand_gf_th",579,579,25-JAN-24,25-JAN-24,579,579,1
52207034,"thailand_hy_th",579,559,25-JAN-24,21-FEB-24,579,559,1
52207040,"thailand_gf_th",599,599,25-JAN-24,25-JAN-24,599,599,1
52207040,"thailand_hy_th",599,579,25-JAN-24,21-FEB-24,599,579,1
52207057,"thailand_gf_th",599,599,25-JAN-24,25-JAN-24,599,599,1
52207057,"thailand_hy_th",599,579,25-JAN-24,21-FEB-24,599,579,1
52207063,"thailand_gf_th",599,599,25-JAN-24,25-JAN-24,599,599,1
52207063,"thailand_hy_th",599,579,25-JAN-24,21-FEB-24,599,579,1
52207230,"thailand_gf_th",129,129,25-JAN-24,25-JAN-24,129,129,2
52207230,"thailand_hy_th",129,99,25-JAN-24,01-FEB-24,129,99,2
52207247,"thailand_gf_th",129,129,25-JAN-24,25-JAN-24,129,129,2
52207247,"thailand_hy_th",129,99,25-JAN-24,01-FEB-24,129,99,2
52207253,"thailand_gf_th",129,129,25-JAN-24,25-JAN-24,129,129,2
52207253,"thailand_hy_th",129,99,25-JAN-24,01-FEB-24,129,99,2
52188018,"thailand_hy_th",35,35,25-JAN-24,25-JAN-24,35,35,1
52188026,"thailand_gf_th",35,32,25-JAN-24,21-FEB-24,35,32,1
52188026,"thailand_hy_th",35,35,25-JAN-24,25-JAN-24,35,35,1
52188118,"thailand_gf_th",89,89,25-JAN-24,25-JAN-24,89,89,1
52188118,"thailand_hy_th",89,79,25-JAN-24,21-FEB-24,89,79,1
52188124,"thailand_gf_th",89,89,25-JAN-24,25-JAN-24,89,89,1
52188124,"thailand_hy_th",89,79,25-JAN-24,21-FEB-24,89,79,1
52188130,"thailand_gf_th",155,155,25-JAN-24,25-JAN-24,155,155,1
52188130,"thailand_hy_th",155,136,25-JAN-24,21-FEB-24,155,136,1
52188274,"thailand_gf_th",359,359,25-JAN-24,25-JAN-24,359,359,1
52188274,"thailand_hy_th",359,299,25-JAN-24,21-FEB-24,359,299,1
52188280,"thailand_gf_th",359,359,25-JAN-24,25-JAN-24,359,359,1
52188280,"thailand_hy_th",359,299,25-JAN-24,21-FEB-24,359,299,1
52188297,"thailand_gf_th",45900,28900,25-JAN-24,21-FEB-24,45900,28900,2
52188297,"thailand_hy_th",45900,28900,01-JAN-24,31-JAN-24,45900,28900,2
52219475,"thailand_gf_th",65,65,25-JAN-24,25-JAN-24,65,65,1
52219475,"thailand_hy_th",65,45,25-JAN-24,21-FEB-24,65,45,1
52220075,"thailand_gf_th",105,105,25-JAN-24,25-JAN-24,105,105,2
52220075,"thailand_hy_th",105,99,25-JAN-24,21-FEB-24,105,99,1
52220081,"thailand_gf_th",140,140,25-JAN-24,25-JAN-24,140,140,2
52220081,"thailand_hy_th",140,129,25-JAN-24,21-FEB-24,140,129,1
52220213,"thailand_gf_th",399,179,25-JAN-24,21-FEB-24,399,179,1
52220213,"thailand_hy_th",399,179,25-JAN-24,21-FEB-24,399,179,1
52220228,"thailand_gf_th",499,259,25-JAN-24,21-FEB-24,499,259,1
52220228,"thailand_hy_th",499,259,25-JAN-24,21-FEB-24,499,259,1
52220829,"thailand_gf_th",153,153,25-JAN-24,25-JAN-24,153,153,2
52220829,"thailand_hy_th",153,135,25-JAN-24,21-FEB-24,153,135,1
52220835,"thailand_gf_th",454,454,25-JAN-24,25-JAN-24,454,454,2
52220835,"thailand_hy_th",454,369,25-JAN-24,21-FEB-24,454,369,1
52221235,"thailand_gf_th",249,199,25-JAN-24,21-FEB-24,249,199,1
52230351,"thailand_gf_th",105,105,25-JAN-24,25-JAN-24,105,105,1
52230351,"thailand_hy_th",105,83,25-JAN-24,21-FEB-24,105,83,1
52231281,"thailand_gf_th",239,239,25-JAN-24,25-JAN-24,239,239,1
52231281,"thailand_hy_th",239,189,25-JAN-24,21-FEB-24,239,189,1
52231618,"thailand_gf_th",176,149,25-JAN-24,21-FEB-24,176,149,1
52231618,"thailand_hy_th",176,176,25-JAN-24,25-JAN-24,176,176,1
52231626,"thailand_gf_th",189,149,25-JAN-24,21-FEB-24,189,149,1
52231626,"thailand_hy_th",189,189,25-JAN-24,25-JAN-24,189,189,1
52231632,"thailand_gf_th",189,149,25-JAN-24,21-FEB-24,189,149,1
52231632,"thailand_hy_th",189,189,25-JAN-24,25-JAN-24,189,189,1
52231730,"thailand_gf_th",229,199,25-JAN-24,21-FEB-24,229,199,1
52231730,"thailand_hy_th",229,229,25-JAN-24,25-JAN-24,229,229,1
52231747,"thailand_gf_th",229,199,25-JAN-24,21-FEB-24,229,199,1
52231747,"thailand_hy_th",229,229,25-JAN-24,25-JAN-24,229,229,1
52231776,"thailand_gf_th",299,299,25-JAN-24,25-JAN-24,299,299,1
52231776,"thailand_hy_th",299,239,25-JAN-24,21-FEB-24,299,239,1
52207268,"thailand_gf_th",129,129,25-JAN-24,25-JAN-24,129,129,2
52207268,"thailand_hy_th",129,99,25-JAN-24,01-FEB-24,129,99,2
52207397,"thailand_gf_th",179,179,25-JAN-24,25-JAN-24,179,179,2
52207397,"thailand_hy_th",179,159,25-JAN-24,01-FEB-24,179,159,1
52207408,"thailand_gf_th",179,179,25-JAN-24,25-JAN-24,179,179,2
52207408,"thailand_hy_th",179,159,25-JAN-24,01-FEB-24,179,159,1
52207414,"thailand_gf_th",179,179,25-JAN-24,25-JAN-24,179,179,2
52207414,"thailand_hy_th",179,159,25-JAN-24,01-FEB-24,179,159,1
52207420,"thailand_gf_th",179,179,25-JAN-24,25-JAN-24,179,179,2
52207420,"thailand_hy_th",179,159,25-JAN-24,01-FEB-24,179,159,1
52207996,"thailand_gf_th",449,449,25-JAN-24,25-JAN-24,449,449,1
52207996,"thailand_hy_th",449,349,25-JAN-24,21-FEB-24,449,349,1
52208010,"thailand_gf_th",349,349,25-JAN-24,25-JAN-24,349,349,1
52208010,"thailand_hy_th",349,249,25-JAN-24,21-FEB-24,349,249,1
52208027,"thailand_gf_th",349,349,25-JAN-24,25-JAN-24,349,349,1
52188308,"thailand_gf_th",11990,7590,25-JAN-24,21-FEB-24,11990,7590,2
52188308,"thailand_hy_th",11990,7590,01-JAN-24,31-JAN-24,11990,7590,1
52188314,"thailand_gf_th",13490,8490,25-JAN-24,21-FEB-24,13490,8490,2
52188314,"thailand_hy_th",13490,7990,01-JAN-24,31-JAN-24,13490,7990,1
52188320,"thailand_gf_th",13490,8490,25-JAN-24,21-FEB-24,13490,8490,2
52188320,"thailand_hy_th",13490,7490,01-JAN-24,31-JAN-24,13490,7490,1
52189601,"thailand_gf_th",59,36,25-JAN-24,31-JAN-24,59,36,2
52189601,"thailand_hy_th",59,36,25-JAN-24,31-JAN-24,59,36,2
52189618,"thailand_gf_th",59,36,25-JAN-24,31-JAN-24,59,36,2
52189618,"thailand_hy_th",59,36,25-JAN-24,31-JAN-24,59,36,2
52189624,"thailand_gf_th",189,115,25-JAN-24,31-JAN-24,189,115,2
52189624,"thailand_hy_th",189,115,25-JAN-24,31-JAN-24,189,115,1
52190126,"thailand_gf_th",54,54,25-JAN-24,25-JAN-24,54,54,1
52190126,"thailand_hy_th",54,49,25-JAN-24,21-FEB-24,54,49,1
52190132,"thailand_gf_th",54,54,25-JAN-24,25-JAN-24,54,54,1
52221235,"thailand_hy_th",249,199,25-JAN-24,21-FEB-24,249,199,1
52221241,"thailand_gf_th",299,239,25-JAN-24,21-FEB-24,299,239,1
52221241,"thailand_hy_th",299,239,25-JAN-24,21-FEB-24,299,239,1
52221258,"thailand_gf_th",369,299,25-JAN-24,21-FEB-24,369,299,2
52221258,"thailand_hy_th",369,299,25-JAN-24,21-FEB-24,369,299,1
52221264,"thailand_gf_th",89,89,25-JAN-24,25-JAN-24,89,89,1
52221264,"thailand_hy_th",179,89,25-JAN-24,21-FEB-24,179,89,1
52221638,"thailand_gf_th",78,78,25-JAN-24,25-JAN-24,78,78,1
52221638,"thailand_hy_th",78,69,25-JAN-24,21-FEB-24,78,69,1
52221650,"thailand_gf_th",220,220,25-JAN-24,25-JAN-24,220,220,1
52221650,"thailand_hy_th",220,210,25-JAN-24,21-FEB-24,220,210,1
52221667,"thailand_gf_th",209,209,25-JAN-24,25-JAN-24,209,209,2
52221667,"thailand_hy_th",209,195,25-JAN-24,21-FEB-24,209,195,1
52221673,"thailand_gf_th",209,209,25-JAN-24,25-JAN-24,209,209,2
52221673,"thailand_hy_th",209,199,25-JAN-24,21-FEB-24,209,199,1
52242509,"thailand_hy_th",1590,1190,01-JAN-24,31-JAN-24,1590,1190,1
52242573,"thailand_gf_th",78,78,25-JAN-24,25-JAN-24,78,78,2
52242573,"thailand_hy_th",78,69,25-JAN-24,21-FEB-24,78,69,2
52242705,"thailand_gf_th",990,790,25-JAN-24,21-FEB-24,990,790,2
52242705,"thailand_hy_th",990,990,25-JAN-24,25-JAN-24,990,990,1
52242849,"thailand_gf_th",790,499,25-JAN-24,21-FEB-24,790,499,2
52242849,"thailand_hy_th",790,499,01-JAN-24,31-JAN-24,790,499,1
52242901,"thailand_gf_th",599,359,25-JAN-24,21-FEB-24,599,359,1
52242901,"thailand_hy_th",599,399,01-JAN-24,31-JAN-24,599,399,1
52242918,"thailand_gf_th",699,459,25-JAN-24,21-FEB-24,699,459,2
52242918,"thailand_hy_th",699,549,01-JAN-24,31-JAN-24,699,549,1
52243059,"thailand_gf_th",299,299,25-JAN-24,25-JAN-24,299,299,2
52243059,"thailand_hy_th",299,140,26-JAN-24,28-JAN-24,299,140,2
52243065,"thailand_gf_th",299,299,25-JAN-24,25-JAN-24,299,299,2
52243065,"thailand_hy_th",299,140,26-JAN-24,28-JAN-24,299,140,2
52243071,"thailand_gf_th",299,299,25-JAN-24,25-JAN-24,299,299,2
52243071,"thailand_hy_th",299,140,26-JAN-24,28-JAN-24,299,140,2
52208027,"thailand_hy_th",349,249,25-JAN-24,21-FEB-24,349,249,1
52208033,"thailand_gf_th",25990,19990,25-JAN-24,21-FEB-24,25990,19990,2
52208033,"thailand_hy_th",25990,25990,25-JAN-24,25-JAN-24,25990,25990,1
52208119,"thailand_gf_th",199,199,25-JAN-24,25-JAN-24,199,199,2
52208119,"thailand_hy_th",199,149,25-JAN-24,21-FEB-24,199,149,2
52208125,"thailand_gf_th",229,229,25-JAN-24,25-JAN-24,229,229,2
52208125,"thailand_hy_th",229,160,25-JAN-24,21-FEB-24,229,160,1
52208217,"thailand_gf_th",39,29,25-JAN-24,21-FEB-24,39,29,1
52208217,"thailand_hy_th",39,39,25-JAN-24,25-JAN-24,39,39,1
52208223,"thailand_gf_th",39,29,25-JAN-24,21-FEB-24,39,29,1
52208223,"thailand_hy_th",39,39,25-JAN-24,25-JAN-24,39,39,1
52208298,"thailand_gf_th",289,289,25-JAN-24,25-JAN-24,289,289,1
52208298,"thailand_hy_th",289,245,25-JAN-24,21-FEB-24,289,245,1
52208309,"thailand_gf_th",140,140,25-JAN-24,25-JAN-24,140,140,1
52208309,"thailand_hy_th",140,119,25-JAN-24,21-FEB-24,140,119,1
52190132,"thailand_hy_th",54,49,25-JAN-24,21-FEB-24,54,49,1
52190149,"thailand_gf_th",54,54,25-JAN-24,25-JAN-24,54,54,1
52190149,"thailand_hy_th",54,49,25-JAN-24,21-FEB-24,54,49,1
52190155,"thailand_gf_th",62,62,25-JAN-24,25-JAN-24,62,62,1
52190155,"thailand_hy_th",62,57,25-JAN-24,21-FEB-24,62,57,1
52190161,"thailand_gf_th",62,62,25-JAN-24,25-JAN-24,62,62,1
52190161,"thailand_hy_th",62,57,25-JAN-24,21-FEB-24,62,57,1
52190178,"thailand_gf_th",86,86,25-JAN-24,25-JAN-24,86,86,1
52190178,"thailand_hy_th",86,79,25-JAN-24,21-FEB-24,86,79,1
52190184,"thailand_gf_th",86,86,25-JAN-24,25-JAN-24,86,86,1
52190184,"thailand_hy_th",86,79,25-JAN-24,21-FEB-24,86,79,1
52190190,"thailand_gf_th",86,86,25-JAN-24,25-JAN-24,86,86,1
52190190,"thailand_hy_th",86,79,25-JAN-24,21-FEB-24,86,79,1
52190201,"thailand_gf_th",86,86,25-JAN-24,25-JAN-24,86,86,1
52221736,"thailand_gf_th",125,99,25-JAN-24,21-FEB-24,125,99,1
52221736,"thailand_hy_th",125,109,25-JAN-24,21-FEB-24,125,109,1
52221742,"thailand_gf_th",199,199,25-JAN-24,25-JAN-24,199,199,1
52221742,"thailand_hy_th",199,159,25-JAN-24,21-FEB-24,199,159,1
52221759,"thailand_gf_th",599,299,25-JAN-24,21-FEB-24,599,299,2
52221759,"thailand_hy_th",599,299,25-JAN-24,21-FEB-24,599,299,2
52221771,"thailand_gf_th",599,299,25-JAN-24,21-FEB-24,599,299,2
52221771,"thailand_hy_th",599,299,25-JAN-24,21-FEB-24,599,299,2
52221949,"thailand_gf_th",199,199,25-JAN-24,25-JAN-24,199,199,1
52221949,"thailand_hy_th",199,188,25-JAN-24,21-FEB-24,199,188,1
52221955,"thailand_gf_th",229,229,25-JAN-24,25-JAN-24,229,229,1
52221955,"thailand_hy_th",229,216,25-JAN-24,21-FEB-24,229,216,1
52221961,"thailand_gf_th",225,225,25-JAN-24,25-JAN-24,225,225,1
52221961,"thailand_hy_th",225,213,25-JAN-24,21-FEB-24,225,213,1
52221978,"thailand_gf_th",245,245,25-JAN-24,25-JAN-24,245,245,1
52229359,"thailand_hy_th",200,180,25-JAN-24,21-FEB-24,200,180,2
52229365,"thailand_gf_th",200,200,25-JAN-24,25-JAN-24,200,200,2
52229365,"thailand_hy_th",200,180,25-JAN-24,21-FEB-24,200,180,2
52229371,"thailand_gf_th",200,200,25-JAN-24,25-JAN-24,200,200,2
52229371,"thailand_hy_th",200,180,25-JAN-24,21-FEB-24,200,180,1
52229388,"thailand_gf_th",200,200,25-JAN-24,25-JAN-24,200,200,2
52229388,"thailand_hy_th",200,180,25-JAN-24,21-FEB-24,200,180,1
52229394,"thailand_gf_th",260,260,25-JAN-24,25-JAN-24,260,260,2
52229394,"thailand_hy_th",260,234,25-JAN-24,21-FEB-24,260,234,1
52229405,"thailand_gf_th",250,250,25-JAN-24,25-JAN-24,250,250,2
52229405,"thailand_hy_th",250,225,25-JAN-24,21-FEB-24,250,225,1
52229411,"thailand_gf_th",195,195,25-JAN-24,25-JAN-24,195,195,2
52229411,"thailand_hy_th",195,175,25-JAN-24,21-FEB-24,195,175,1
52229428,"thailand_gf_th",195,195,25-JAN-24,25-JAN-24,195,195,2
52229428,"thailand_hy_th",195,175,25-JAN-24,21-FEB-24,195,175,1
52208315,"thailand_gf_th",35,35,25-JAN-24,25-JAN-24,35,35,1
52208315,"thailand_hy_th",35,29,25-JAN-24,21-FEB-24,35,29,1
52208592,"thailand_gf_th",699,299,25-JAN-24,21-FEB-24,699,299,2
52208592,"thailand_hy_th",699,299,24-JAN-24,20-FEB-24,699,299,1
52208603,"thailand_gf_th",699,299,25-JAN-24,21-FEB-24,699,299,2
52208603,"thailand_hy_th",699,299,24-JAN-24,20-FEB-24,699,299,1
52208845,"thailand_gf_th",1990,1190,25-JAN-24,21-FEB-24,1990,1190,2
52208845,"thailand_hy_th",1990,1190,25-JAN-24,21-FEB-24,1990,1190,1
52208851,"thailand_gf_th",1990,1290,25-JAN-24,21-FEB-24,1990,1290,2
52208851,"thailand_hy_th",1990,1290,25-JAN-24,21-FEB-24,1990,1290,1
52209090,"thailand_gf_th",219,219,25-JAN-24,25-JAN-24,219,219,1
52209090,"thailand_hy_th",219,195,25-JAN-24,21-FEB-24,219,195,1
52209101,"thailand_gf_th",219,219,25-JAN-24,25-JAN-24,219,219,1
52209101,"thailand_hy_th",219,195,25-JAN-24,21-FEB-24,219,195,1
52209366,"thailand_gf_th",215,215,25-JAN-24,25-JAN-24,215,215,1
52190201,"thailand_hy_th",86,79,25-JAN-24,21-FEB-24,86,79,1
52190218,"thailand_gf_th",119,119,25-JAN-24,25-JAN-24,119,119,1
52190218,"thailand_hy_th",119,99,25-JAN-24,21-FEB-24,119,99,1
52190224,"thailand_gf_th",119,119,25-JAN-24,25-JAN-24,119,119,1
52190224,"thailand_hy_th",119,99,25-JAN-24,21-FEB-24,119,99,1
52190351,"thailand_gf_th",19990,16990,25-JAN-24,01-FEB-24,19990,16990,2
52190351,"thailand_hy_th",19990,14990,01-JAN-24,31-JAN-24,19990,14990,1
52190368,"thailand_gf_th",14990,11490,25-JAN-24,21-FEB-24,14990,11490,2
52190368,"thailand_hy_th",14990,14990,25-JAN-24,25-JAN-24,14990,14990,1
52190374,"thailand_gf_th",12990,10490,25-JAN-24,21-FEB-24,12990,10490,2
52190374,"thailand_hy_th",12990,8490,01-JAN-24,31-JAN-24,12990,8490,2
52190380,"thailand_gf_th",5290,3990,25-JAN-24,21-FEB-24,5290,3990,2
52190380,"thailand_hy_th",5290,3290,01-JAN-24,31-JAN-24,5290,3290,1
52190414,"thailand_gf_th",10990,8990,25-JAN-24,21-FEB-24,10990,8990,2
52190414,"thailand_hy_th",10990,7490,01-JAN-24,31-JAN-24,10990,7490,2
52191718,"thailand_gf_th",69,69,25-JAN-24,25-JAN-24,69,69,2
52191718,"thailand_hy_th",69,69,25-JAN-24,25-JAN-24,69,69,1
52221978,"thailand_hy_th",245,231,25-JAN-24,21-FEB-24,245,231,1
52221984,"thailand_gf_th",245,245,25-JAN-24,25-JAN-24,245,245,1
52221984,"thailand_hy_th",245,231,25-JAN-24,21-FEB-24,245,231,1
52221990,"thailand_gf_th",179,179,25-JAN-24,25-JAN-24,179,179,1
52221990,"thailand_hy_th",179,169,25-JAN-24,21-FEB-24,179,169,1
52222015,"thailand_gf_th",139,139,25-JAN-24,25-JAN-24,139,139,1
52222015,"thailand_hy_th",139,131,25-JAN-24,21-FEB-24,139,131,1
52222021,"thailand_gf_th",139,139,25-JAN-24,25-JAN-24,139,139,1
52222021,"thailand_hy_th",139,131,25-JAN-24,21-FEB-24,139,131,1
52222038,"thailand_gf_th",39,37,25-JAN-24,21-FEB-24,39,37,1
52222038,"thailand_hy_th",39,37,25-JAN-24,21-FEB-24,39,37,1
52222050,"thailand_gf_th",219,219,25-JAN-24,25-JAN-24,219,219,1
52222050,"thailand_hy_th",219,207,25-JAN-24,21-FEB-24,219,207,1
52222067,"thailand_gf_th",219,219,25-JAN-24,25-JAN-24,219,219,1
52222067,"thailand_hy_th",219,207,25-JAN-24,21-FEB-24,219,207,1
52231868,"thailand_gf_th",790,670,25-JAN-24,21-FEB-24,790,670,1
52231868,"thailand_hy_th",790,670,25-JAN-24,21-FEB-24,790,670,1
52231897,"thailand_gf_th",750,637,25-JAN-24,21-FEB-24,750,637,1
52231897,"thailand_hy_th",750,637,25-JAN-24,21-FEB-24,750,637,1
52231908,"thailand_gf_th",550,467,25-JAN-24,21-FEB-24,550,467,1
52231908,"thailand_hy_th",550,467,25-JAN-24,21-FEB-24,550,467,1
52232677,"thailand_gf_th",290,249,25-JAN-24,21-FEB-24,290,249,1
52232677,"thailand_hy_th",290,249,25-JAN-24,21-FEB-24,290,249,1
52232683,"thailand_gf_th",339,289,25-JAN-24,21-FEB-24,339,289,1
52232683,"thailand_hy_th",339,289,25-JAN-24,21-FEB-24,339,289,1
52232700,"thailand_gf_th",28,28,25-JAN-24,25-JAN-24,28,28,1
52232700,"thailand_hy_th",28,22,25-JAN-24,21-FEB-24,28,22,1
52232717,"thailand_gf_th",29,29,25-JAN-24,25-JAN-24,29,29,1
52232717,"thailand_hy_th",28,22,25-JAN-24,21-FEB-24,28,22,1
52232723,"thailand_gf_th",29,29,25-JAN-24,25-JAN-24,29,29,1
52209366,"thailand_hy_th",215,192,25-JAN-24,21-FEB-24,215,192,1
52209372,"thailand_gf_th",260,260,25-JAN-24,25-JAN-24,260,260,1
52209372,"thailand_hy_th",260,192,25-JAN-24,21-FEB-24,260,192,1
52209389,"thailand_gf_th",262,192,25-JAN-24,21-FEB-24,262,192,1
52209389,"thailand_hy_th",260,192,25-JAN-24,21-FEB-24,260,192,1
52209395,"thailand_gf_th",260,260,25-JAN-24,25-JAN-24,260,260,1
52209395,"thailand_hy_th",260,192,25-JAN-24,21-FEB-24,260,192,1
52209510,"thailand_gf_th",34,29,25-JAN-24,21-FEB-24,34,29,1
52209510,"thailand_hy_th",34,29,25-JAN-24,21-FEB-24,34,29,1
52209527,"thailand_gf_th",37,35,25-JAN-24,21-FEB-24,37,35,1
52209527,"thailand_hy_th",37,35,25-JAN-24,21-FEB-24,37,35,1
52209913,"thailand_gf_th",1178,1178,25-JAN-24,25-JAN-24,1178,1178,1
52209913,"thailand_hy_th",1178,889,25-JAN-24,21-FEB-24,1178,889,1
52209928,"thailand_gf_th",1178,1178,25-JAN-24,25-JAN-24,1178,1178,1
52192798,"thailand_gf_th",499,299,25-JAN-24,21-FEB-24,499,299,1
52192798,"thailand_hy_th",499,299,25-JAN-24,21-FEB-24,499,299,1
52193250,"thailand_gf_th",399,379,25-JAN-24,21-FEB-24,399,379,2
52193250,"thailand_hy_th",399,379,01-JAN-24,31-JAN-24,399,379,2
52193267,"thailand_gf_th",490,299,25-JAN-24,21-FEB-24,490,299,2
52193267,"thailand_hy_th",490,479,01-JAN-24,31-JAN-24,490,479,2
52193797,"thailand_gf_th",189,189,25-JAN-24,25-JAN-24,189,189,2
52193797,"thailand_hy_th",189,169,25-JAN-24,21-FEB-24,189,169,1
52193808,"thailand_gf_th",189,189,25-JAN-24,25-JAN-24,189,189,2
52193808,"thailand_hy_th",189,169,25-JAN-24,21-FEB-24,189,169,1
52193820,"thailand_gf_th",169,147,25-JAN-24,21-FEB-24,169,147,1
52193820,"thailand_hy_th",169,169,25-JAN-24,25-JAN-24,169,169,1
52194220,"thailand_gf_th",329,329,25-JAN-24,25-JAN-24,329,329,1
52194220,"thailand_hy_th",329,263,25-JAN-24,31-JAN-24,329,263,1
52194237,"thailand_gf_th",329,329,25-JAN-24,25-JAN-24,329,329,1
52222073,"thailand_gf_th",219,219,25-JAN-24,25-JAN-24,219,219,1
52222073,"thailand_hy_th",219,207,25-JAN-24,21-FEB-24,219,207,1
52222088,"thailand_gf_th",219,219,25-JAN-24,25-JAN-24,219,219,1
52222088,"thailand_hy_th",219,207,25-JAN-24,21-FEB-24,219,207,1
52222136,"thailand_gf_th",1790,590,25-JAN-24,21-FEB-24,1790,590,2
52222136,"thailand_hy_th",1790,1520,01-JAN-24,31-JAN-24,1790,1520,2
52222171,"thailand_gf_th",119,119,25-JAN-24,25-JAN-24,119,119,1
52222171,"thailand_hy_th",119,99,25-JAN-24,21-FEB-24,119,99,1
52222286,"thailand_gf_th",499,259,25-JAN-24,21-FEB-24,499,259,2
52222286,"thailand_hy_th",499,259,25-JAN-24,21-FEB-24,499,259,1
52222303,"thailand_gf_th",499,259,25-JAN-24,21-FEB-24,499,259,2
52222303,"thailand_hy_th",499,259,25-JAN-24,21-FEB-24,499,259,1
52222326,"thailand_gf_th",599,299,25-JAN-24,21-FEB-24,599,299,2
52222326,"thailand_hy_th",599,299,25-JAN-24,21-FEB-24,599,299,1
52222349,"thailand_gf_th",599,299,25-JAN-24,21-FEB-24,599,299,2
52243088,"thailand_gf_th",299,299,25-JAN-24,25-JAN-24,299,299,2
52243088,"thailand_hy_th",299,140,26-JAN-24,28-JAN-24,299,140,2
52243094,"thailand_gf_th",299,299,25-JAN-24,25-JAN-24,299,299,2
52243094,"thailand_hy_th",299,140,26-JAN-24,28-JAN-24,299,140,2
52243105,"thailand_gf_th",299,299,25-JAN-24,25-JAN-24,299,299,2
52243105,"thailand_hy_th",299,140,26-JAN-24,28-JAN-24,299,140,2
52243111,"thailand_gf_th",299,299,25-JAN-24,25-JAN-24,299,299,2
52243111,"thailand_hy_th",299,140,26-JAN-24,28-JAN-24,299,140,2
52243128,"thailand_gf_th",299,299,25-JAN-24,25-JAN-24,299,299,2
52243128,"thailand_hy_th",299,140,26-JAN-24,28-JAN-24,299,140,2
52245230,"thailand_gf_th",145,145,25-JAN-24,25-JAN-24,145,145,1
52245230,"thailand_hy_th",145,137,25-JAN-24,21-FEB-24,145,137,1
52245679,"thailand_gf_th",110,110,25-JAN-24,25-JAN-24,110,110,1
52245679,"thailand_hy_th",110,99,25-JAN-24,21-FEB-24,110,99,1
52245719,"thailand_gf_th",75,75,25-JAN-24,25-JAN-24,75,75,1
52245719,"thailand_hy_th",75,68,25-JAN-24,21-FEB-24,75,68,1
52209928,"thailand_hy_th",1178,889,25-JAN-24,21-FEB-24,1178,889,1
52209936,"thailand_gf_th",1178,1178,25-JAN-24,25-JAN-24,1178,1178,1
52209936,"thailand_hy_th",1178,889,25-JAN-24,21-FEB-24,1178,889,1
